prol_id,choice,fr_why_first_over_second,fr_why_second_over_third,coder,Nonsensical? (1 = yes; 0 = no),Propensity for intentional fraud/system abuse/gaming (including both “this method is better because it does that less” and “this method is worse because it does that more”) by either the applicants or the people allocating the funds,"Ability to help the neediest targets, and/or underserved groups","Extent to which the method requires personal resources, speed of finding out about the program, etc.",Amount of bias/discrimination/level playing field,Extent to which the method(s) allow for or reward applicant effort,Randomness is bad (general) and/or randomness is bad because the funding agency didn’t make enough of an effort to think of a better system,Considers relevant/appropriate factors,Women - mentioned,Racial/ethnic minorities - mentioned,Other reasons,Comments on other reasons
5c82656bed1753001581fd1e,lp,"First come first served is not based on a merit system, the other is prejudiced against non-minority groups and against newer businesses which would be less stable than established businesses.  That leaves the lottery system.",First come first serve has no merit at all.,X,0,0,0,0,0,0,0,1,0,1,1,Fcfs prejudiced against new business
5d360ba82fd5a40001e596fd,lf,"First-come, first-served may not necessarily be fair, because organizations that are quickest may have some inherent advantages in terms of size or manpower that enables them to apply faster. A points system is inherently unfair in a couple of ways. I actually think that giving businesses that are the worst-off is a good idea, but then adding some sort of gender requirement is ridiculous. If a business is owned by a husband/wife, for example, the points system would favor the one with the wife listed as owner when the two businesses could be identical in every other respect. Such a simplistic system fails to recognize a lot of the nuance in small business.","I'll repeat my previous answer in that ignoring other aspects of the business for the sake of gender misses a lot of the nuance and complexity of small business ownership. If a business is owned by a husband/wife, for example, the points system would favor the one with the wife listed as owner when the two businesses could be identical in every other respect. Such a simplistic system fails to recognize a lot of the nuance in small business.",X,0,0,0,1,0,0,0,0,1,0,0,
5c9d2bed010c73001706aeaa,fl,If they really need it they will apply ASAP.,Lottery system removes all bias,X,0,0,1,0,1,1,0,0,0,0,1,if need they will be asap
5f220462c16ecb68c97ccad9,lp,because there are alit if buisness out there. government cant bail all of them,first come first served. buisness should be alreafy anticipated,X,0,0,0,0,1,0,0,0,0,0,1,business should be anticipated and gov cant help them all
5c59c2a5a102f40001183916,pl,Businesses that are more likely to need the help ought to receive the help over businesses that could survive without it.,"First-come first-serve, especially in the internet era, could very well mean all the money could be gone in a span of seconds, not giving everyone the opportunity to make their need known",X,0,0,1,1,0,0,0,0,0,0,0,
5ee03ba87616b0383d515359,fp,This approach does not descriminate anyone and is absolutely fair approach to avoid any kind of favoritive,the COVID help should not rely on luck,X,0,0,0,0,1,0,1,0,0,0,0,
5ddab4c559b1b0a089f10680,fl,It seems more fair than a lottery because businesses made the effort to apply quickly.  It seems more fair than a points system because the points don't make a business more deserving.,A points system seems least fair because it rewards businesses for being around a long time or suffering more Covid-19 damage.  I don't think that makes them more deserving of help.,X,0,0,0,0,0,1,0,0,0,0,1,A points system seems least fair because it rewards businesses for being around a long time or suffering more Covid-19 damage.  I don't think that makes them more deserving of help.
5b7aefd06c1ccb000178b710,pf,"The points system allows the governments to look at the criteria of the businesses such as if they are women-owned, have had a lot of COVID related damage to their business and if they have been established for some time. I think this is the most fair option because it gives struggling businesses a chance based on some merit rather than just being first to apply or randomly chosen.","Lottery chooses based on luck and randomness rather than need or action. At least with first-come, first serve, businesses can have a chance to get funding if they make sure to apply the first chance they can. It's not completely fair, but lottery is worse because there is no action the businesses can take to qualify.",X,0,0,1,0,0,0,1,1,1,0,0,
5a8ef79a0f1bce0001228222,pl,A points system is more fair because certain circumstances are taken into account.,I think a lottery is more fair because  I would feel I had more of a chance.,X,0,0,0,0,0,0,0,1,0,0,0,
5fe7b11c60d5fb17c6b171e7,lp,I think the government should give randomly anyone that is lucky gets it because this period everyone needs assistance,I think it should be given to the one that needs it the most thats which there is main reason for given,X,0,0,1,0,1,0,0,0,0,0,0,
5edfef4d1a091532cf35a12f,pf,I think a points system is the most fair because some businesses should have priority over others instead of just being the first to apply.,First come first serve is more fair than a lottery because a company that doesn't really need the support might get it in a lottery system. The first companies that apply should get priority.,X,0,0,0,0,0,0,1,1,0,0,0,
5de7b588ff15c2a06658dd1d,pf,"One of the criteria was worst hit by Covid, ideally those hit the worst need the most help.",Those who are doing the work to find a way to help themselves deserve to have that work rewarded.,X,0,0,1,0,0,1,0,0,0,0,0,
5dd56b0bb0438951fd535966,fl,it encourages people to move quickly and does not give anyone an unfair advantage,everyone has an equal shot at it.,X,0,0,0,0,1,0,0,0,0,0,1,it encourages people to move quickly
5bc8897f462bdb0001a61426,lp,there is no bias or discrimination involved,because businesses with little to no damages related to covid should not be first! it is a covid relief package so it should go to businesses who it hurt the most,X,0,0,1,0,1,0,0,0,0,0,0,
59d75f1b8fd07a0001841feb,lp,An honestly run lottery is fair b/c there is no room or margin for any bias in the decision-making process. I made this my #1 choice with the assumption that all businesses entering the lottery were properly vetted for elibigility.,Those who are first in line are likely to be those w/ inside information. They know when the deadlines are. They know where to apply. Their connections will provide them with inside information that will give them a competitive edge and allow them to get to the front of the line faster.,X,0,0,0,0,1,0,0,0,0,0,0,
5f4f29b8c154ed17df64546b,lp,It gets everyone the same probability of receiving the funds.,"First-come, first-served means that those who already have access to resources will likely be the first ones to get to the application.",X,0,0,0,1,1,0,0,0,0,0,0,
558fd02cfdf99b39cb035e5d,pl,Companies that are harder hit should be put at the front of the line whereas companies which likely made money should be pushed back or even excluded. At least there is some fairness at play here.,First come first served means that well established or entitled companies will likely swoop in and grab all the money.  A lottery at least randomizes things.,X,0,0,1,1,0,0,0,0,0,0,0,
5c1199258b095d00015cf0ec,pf,"The points assigned in the three areas - with a possible, very important exception of the ""minority owned"" status - will help determine how badly damaged a business was by COVID19 related restrictions.  Older business won't necessarily be the worst off, so having info available about the age of a business is pretty important.","Any lottery which the government/ State administers is inevitably politicized, which means it is bound to be shaped/ formed/ defined, and administered in ways that overly influential/ large capitalized parties or companies will desire or dictate.",X,0,1,1,0,0,0,0,1,0,1,0,
5e4234d74409da0d3165dc68,fl,If you were one of the first to apply it seems clear you need the money the most. I don't like a points system because it is unfair and prejudiced.,"Lottery would give everyone an equal chance, points system would eliminate many businesses that apply and that isn't fair.",X,0,0,1,0,1,0,0,0,0,0,0,
5dd3c6cecf8e7e3a412d8736,fl,Everyone has an equal opportunity.,Basing any part on race is not fair.,X,0,0,0,0,1,0,0,0,0,1,0,
5615777c7ffc8a000a811c61,pl,"it rewards those businesses that serve the community most, not those who are lucky in a lottery or heard about the probramfirst",first come first served just means you heard about it first,X,0,0,0,1,0,0,0,1,0,0,0,
5e3c921be06a20084508fb26,fl,It was hard to choose because a lottery was super fair but first come first served leaves it up to you. Make sure you’re first to apply.,The point based system wasn’t fair because what if you’re a new business? It shouldn’t matter who was around longer if you need help.,X,0,0,0,0,0,0,0,0,0,0,1,The point based system wasn’t fair because it shouldn’t matter who was around longer if you need help.
5b566435d8348500012d2d65,pl,"First come first served can be manipulated by the banks of government and many deserving businesses will not be served. A lottery may be the fairest way but in our city, women and minority-owned businesses get a break in the bidding process and I feel this system has worked well. Women-owned bus9inesses need extra help due to the historical fact that they struggle more than other businesses owned by men.","First come first served depends on how fast a business can get the request submitted and that doesn't relate at all to need. Many large businesses received the money the last time that should not have received anything. They were not actually struggling, they were larger businesses. Due to their size, they probably had the staff available to submit the request in a very timely manner.",X,0,1,1,1,0,0,0,0,1,1,0,
5cf3f7364bcc6400019d71fa,pl,SOME HAVE LESS THAN OTHERS WITH THE CHANCE TO SERVICE THE INDUSTRY SO NEEDING TO HELP THOSE WITH LESS TO HAVE AT LEAST A FIGHTING CHANCE TO SURVIVE THESE DAYS,ITS LIKE ANYTHING ELSE WITH A LITTLE LUCK ON YOUR SIDE AND NOT FEELING UNFAIR DEALINGS,X,0,0,1,0,0,0,0,0,0,0,1,need to help those with less chance to service the industury and they need fighting chance
58cc6e1293dac30001d4abc6,pl,A points system would do the best at determining actual need and fulfills the grants accordingly.,The 1st 500 applicants may not necessarily need it most from qualified applicants.,X,0,0,1,0,0,0,0,0,0,0,0,
5fab62d79184d066021814bc,pl,A points system allows small businesses to have a fighting chance to be chosen as opposed to random luck and hoping their application went through before someone else's. There's more to work towards.,"Not every small business is suffering as much as others, but in this system, a business that's doing okay, but not great can receive help over a business in danger of closing simply because they hit send first on an application. With the lottery system, it's equal; everyone has the same chance to get chosen so nobody feels any animosity towards another business.",X,0,0,0,0,1,0,0,0,0,0,1,A points system allows small businesses to have a fighting chance to be chosen as opposed to random luck
5dced33fc944d1018c53c520,lp,"Because unlike the points system or first-come first-served, a lottery is random. There is no possibility of a business getting money because it had more points (or knows how to report more points) or a business that applied first because it had some inside knowledge about how to apply quickly.",Businesses that have connections may be more likely to avail of the first come first served system. It seems to prioritize businesses that are more 'on the ball' and perhaps better resourced.,X,0,0,0,1,1,0,0,0,0,0,0,
5c4de8f726093e000134ee6e,lf,"A lottery system is blind to race, gender, age, etc. Which is how it should be.  First come first serve can also punish those who may have issues getting an application in due to issues concerning race, gender and age.","A points system uses identity politics.  Assigning more points to a woman owned business unfairly punishes men, for example.",X,0,0,0,0,1,0,0,0,1,1,0,
5df2f2ed4c81b2201c6c782e,pl,I feel that some business owners need a boost otherwise they wont succeed. Not just limited to women. Points might also include previous business success before the pandemic.,"I feel that first come first served might not be fair because some people have better access to forthcoming information that others might fail to have, doesnt mean they are more deserving.",X,0,0,0,1,0,0,0,1,1,0,0,
5c8be0dd542fbd0016924f5f,lf,Because it gives every business no matter who runs it or what they do the chance to get the money. In any other system it can exclude a lot of businesses from being able to have access to that money. There is also little that someone could complain about if it was done lottery style.,I think the point system is least fair because the most established business  are usually the ones that will be able to survive these kinds of set backs. I also think it is racist to give money to one group of people and not another based on the color of their skin.,X,0,0,0,0,1,0,0,0,0,1,0,
5e1efdb3a8c111230db526ff,pl,Lottery is y luck and thats not fair.,First comers probably camped out,X,0,0,0,0,0,0,1,0,0,0,0,
5ef3aa388ec82e1307ba5b02,pl,IF you do a points system then it will be in favor for businesses that work there butts off.  I think this is more fair because it can show if you work hard you get pay off better than first come first serve or chance/luck with lottery.,lottery is more fair because first come first serve can be hard based on schedule conflicts.  Lottery you do the choosing to eliminate first come first serve.,X,0,0,0,1,0,0,0,0,0,0,1,P is more fair because it can show if you work hard you get pay off better than first come first serve or chance/luck with lottery.
5fc91d4eca466536baeffc93,pf,Points system depicts your efforts to do whatever you can to get assistance.,I believe that if you really want assistance then you will make it happen. I believe it is a fair game by doing it this way.,X,0,0,0,0,0,1,0,0,0,0,1,if they really want assistance they will make it happen
5ca58b943ac2e200116f3524,pl,because basing it off of who had the most damage seems the fairest to me.,i think thats the next best way to determine who gets what,X,0,0,1,0,0,0,0,0,0,0,0,
5de7ca192294f172c699b7dc,fl,"A lottery can be manipulated, but a time and date stamp is more reliable(maybe).","How/Who determines the point value is key. If this is made known before applying, it will need to be verified once a person applies for the loan.",X,0,1,0,0,0,0,0,0,0,0,1,"How/Who determines the point value is key. If this is made known before applying, it will need to be verified once a person applies for the loan."
5df97abeabec5d6fcbbc764d,pl,"Because anyone applying for a loan/grant should be vetted.  That happens with mortgages, student loans and other financial assistance.  If a company applies for a loan/grant, but is financially sound, then their need is less than a business that is in a financially precarious position.  That is, they need the money more than the financially sound business.","Large companies probably have the personnel to plow through all of the offerings and ""paperwork"" necessary to get their requests in immediately.  That doesn't necessarily mean that they are in the most need.  Better to select randomly than to simply give money to companies who have the ability to jump on the offering the minute it comes out.",X,0,0,1,1,0,0,0,1,0,0,0,
5f95df9f5016160ff1f7ff47,pl,"It takes 3 very important issues into account. How long they’ve been open, how much damage have they felt, and women owned businesses. Those are extremely important issues.",There could be a ton of different reasons someone wasn’t able to sign up early. They shouldn’t be excluded,X,0,0,0,1,0,0,0,1,0,0,0,
5eaa0cc0fb0fca17a3006d9c,pl,Because it is likely to target businesses that need the help more,Simply basing it on the timing of application seems unfair,X,0,0,1,0,0,0,0,0,0,0,0,
5f9fa17bc587055fd8d2f786,pl,Any business could apply for a lottery and receive money. A business that may not need as much money could receive funds that a struggling business could use. Using a points system would ensure that relief funds are being used for their intended purpose.,"First-come first-served has the possibility of inviting corruption and nepotism. With how crazy it is to get out with all the rules and regulations, it may be difficult for some people to get their applications out as soon as possible. The mail system is also unreliable right now. The lottery is not a great option but it is slightly more fair.",X,0,1,1,1,0,0,0,0,0,0,0,
56e70a4cc89073000de74a5f,fl,Reward businesses that show more interest in getting the loan,Too many variables . To consider to qualify .,X,0,0,0,0,0,1,0,0,0,0,1,Too many variables . To consider to qualify .
58a124c376c5b700016612f6,pl,"It may encourage businesses that are more damaged, or minority owned to apply. Randomness doesn't help anyone, especially since some would've gotten it who didn't need it at all.",Random selection is better than first come first serve because applications on websites can be automated.,X,0,1,1,0,0,0,1,0,0,1,0,
559fa17cfdf99b69c369d364,pf,Because I think it's better to get the help where it is needed more. This last round was sucked up by Trump and his greedy corporate friends. Fuck that and fuck them.,Sure. It show effort. Although the corporate lawyers will be there first.,X,0,0,1,1,0,1,0,0,0,0,0,
5a2732ceb51a74000132da85,pl,"There may be barriers to applying fast enough for some businesses, and that shouldn't prevent them from getting help. I also think a lottery will favor men and more privileged people more since they make up more of the businesses.",A lottery is random and that takes away whatever barriers may have prevented someone from applying fast enough to get into the first 500 group.,X,0,0,0,1,0,0,0,0,1,0,0,
5e498a4fd2a6e53fb7b1840e,pl,there isnt a fair way at all. someone is going to lose. but i guess if you have lost the most then you should be near the top to get help.,first come first serve is almost like a lottery - the person who randomly was able to get through first wins  - so it really doesnt matter,X,0,0,1,0,0,0,0,0,0,0,0,
5ea645096a1a5b65989587be,pl,It gives more businesses the opportunity to apply and is more likely to address those in most need.,A lottery would give every one the same chance of being chosen as opposed to just being one of the first to apply.,X,0,0,1,0,1,0,0,0,0,0,0,
5ec5da54eb1e2b6536710787,pl,It's the businesses that are in need most in allows for immediate help for those that actually need the money.,First come first serve it's very unfair because many businesses cannot apply quickly and are left in the dust when they actually need help a lottery would help randomize the winner,X,0,0,1,1,0,0,0,0,0,0,0,
5d2eac390aca250001e9c3e1,pf,"Lotteries are too random to be effective, and can unfairly benefit businesses less deserving of aid.","The abstract nature of a lottery gives the appearance of potentially aiding everyone, but will only benefit a few and favoritism can operate outside of the public eye.",X,0,1,0,0,0,0,1,0,0,0,0,
5d47abcc2dc88900166f27c9,lf,Because the lottery is completely random,Because a points system favors certain businesses over others,X,0,0,0,0,1,0,0,0,0,0,0,
5bf5f40635087500014257fe,pf,i think the point system is merit based and seems to be a fair way. first come first served does not seem to be fair because it depends on how fast you are and not if your business earned it.,lottery is based purely on chance and has nothing to do with merit and nothing to do with the business.,X,0,0,0,0,0,0,1,1,0,0,0,
5dcecfd4fce60601b34dd095,lp,Using this system is color blind.,A point system is too rigid.,X,0,0,0,0,0,0,0,0,0,1,1,p is rigid
5de91f07c04503000a6922ee,pf,"Lottery is little more than pure chance which benefits very few.  First-come, first-served is more fair, but I still don't think it helps those with the most need.  A points system ""could be"" fashioned in a way to be fair and equitable for all, but still lean somewhat toward those who are needier.","As I stated above, any lottery is pure chance.  There is no consideration for work done, for needs, for helpfulness of those who are needing the money.",X,0,0,1,0,0,0,1,1,0,0,0,
5f316396c3799463aa8dc925,pl,It will help easily which one need the most,it will be fair based on luck.,X,0,0,1,0,0,0,0,0,0,0,0,
5ae4c1d47edeb000014a7661,lp,Using a lottery system no one can use influence to get more funds or get before others in line. I think this is the most fair system for all involved.,I don’t think a first come first serve is a good system during an emergency. It does not fairly allocate the funds as they are needed.,X,0,0,1,0,1,0,0,0,0,0,0,
5fe395daf8f7248650ce8873,fl,I actually thought the point system was fair I just didn't like the part about if the business is owned by a woman or not. that shouldn't matter it should be seniority rule or who needs it most so they don't go out of business,i think lottery is least fair i think that because random businesses that dont need it as much as others can get it first,X,0,0,1,0,0,0,1,0,1,0,0,
5f5d89dda340225e0c060414,lf,Probably both fair but a lottery is completely random so there is no bias with possibly putting some companies on the top of the pile even if they didn’t apply earliest.,"Because what one thinks is fair is not truly fair. It is unfair to put men owned businesses behind women owned businesses. That carries the assumption that all men are the same—same advantages, same qualities. It’s prejudicial.",X,0,0,0,0,1,0,0,0,1,0,0,
5a5da588f6c51700019527c4,fp,I think it is the most fair because those who need it the most should receive it.,I think the lottery is least fair because it would ignore those who need it most.,X,0,0,1,0,0,0,0,0,0,0,0,
5eeecdb7ea75141596f2defd,fp,"I think it's only more fair than a points system because the points system gives points just for being a woman, which is pretty sexist.","The lottery system is just randomness, nothing fair about it. The least deserving could win and the most deserving could get nothing.",X,0,0,0,0,0,0,1,0,1,0,0,
5e885b936d76504cabe57f4f,pl,If the businesses are already established and successful I think they are more deserving and in need.,I would reduce the chances of other business that may not be able to apply first,X,0,0,1,0,0,0,0,1,0,0,0,
5a07a6af002e1800019d6aab,lf,"Some businesses my not be apply to apply as quickly as other businesses.  Also, the ability to apply quickly is not an indication of how deserving a businesses is of a loan.",A points system may not be the best way to determine if a business needs a loan.  There are other criteria that need to be included to make it more fair and transparent.,X,0,0,0,1,0,0,0,1,0,0,0,
5c31783f2c45d400014b2bfb,pl,"A points system gives more attention and thought to all businesses appeals and struggles, rather than selecting randomly. The businesses can describe why they need help, and the government can take into account who the businesses are run by and any other important factors. This assures the money goes to the businesses that actually need it, rather than to whoever applies and may not need it as badly as others.","Maybe some businesses who desperately need the loan were too busy trying to save their business to apply for the loan right away! Not everyone can apply immediately, so it would be very unfair to reward those who were able to apply first.",X,0,0,1,1,0,0,0,1,0,0,0,
581dd1d1cccc4800017ab5c2,pf,Because it gives help to people and businesses who deserve it the most. You evaluate business objectively and give points that measure how much they lost due to virus influence. It chooses businesses without any biases,"Because it can be an indication that some people are more interested, prepared, efficient and try to be ""first: in everything.",X,0,0,1,0,0,1,0,0,0,0,1,"Because it can be an indication that some people are more interested, prepared, efficient and try to be ""first: in everything."
5f1f0be06ecfbc0879471f36,pf,I hope that by using points businesses have more chances to prove they really need the money by highlighting certain characteristics.,To me a lottery is lazy and a free-for-all.,X,0,0,1,0,0,0,1,1,0,0,0,
5f2732c17f64f043dd83bdbb,pf,I think the points system is most fair because it ensures that the neediest business get help. I think these businesses need to be prioritized.,I think a lottery is the least fair because the neediest business may be left out of being able to get help.,X,0,0,1,0,0,0,1,0,0,0,0,
5c45263e5aca820001f7828e,pf,Because it gives background and history of a business that are important to consider when deciding that only 500 places will get funding,"It's too random. Background history and diversity need to be considered. What if only randomly all shoe shops get funded, how would that be diverse",X,0,0,0,0,0,0,1,1,0,0,0,
5fe2fbe6197628f32306e8c8,pl,It is more about equity vs equality. Harder hit businesses should be helped out more than those that are surviving just fine. It keeps more businesses open in general.,People owning small businesses that are harder hit economically might be too busy working minimum wage jobs with long hours to survive and might miss out on applying when applications open.,X,0,0,1,1,0,0,0,0,0,0,0,
5d4c899338e4c5001771e16f,pl,I think a points-based system helps mitigate some of the negative effects of institutionalized racism and bias.,"First-come-first-served depends on the message about aid being available getting out to everyone equally. It also puts everyone into a race, and some of the businesses that need help the most may not be able to get an application in as quickly as those that have more resources.",X,0,0,1,1,1,0,0,0,0,1,0,
5e9df5613feed4185ba408d2,pf,It accounts for other conditions that affect a business success. There is actual thought behind it and not just arbitrarily choosing.,Lottery is complete chance and could help businesses that are not struggling as much as others.,X,0,0,0,0,0,0,1,1,0,0,0,
59c86f966a287600011c393e,pl,"A points system provides a direct measure of stated concerns to assess community impact and positively influence stability and sustainability among small businesses in need of assistance.  It implies accountability on all sides, and may be transparent.","Many very large businesses owned by wealthy and powerful individuals and interests applied for and got small business relief early on in the pandemic, arguably diminishing the benefit otherwise available to genuine challenged small businesses for whom the program was ostensibly intended.  First come first serve may well favor businesses who have the resources, legal teams, and advantages that reflect existing systemic inequity, while smaller businesses most affected by the pandemic and vulnerable due to their disadvantage would continue to suffer disproportionately.  However, one might assume that the majority of businesses applying for assistance do have a legitimate claim, such as they are determined to be eligible, so a lottery system would allow for assistance to be granted in a more impartial way that could yet provide for asymmetrical circumstances or particularities of need.",X,0,0,1,1,1,0,0,1,0,0,0,
5be8320f19860d00010f79ec,fp,I believe that if you were there first then you should get the help,Because that doesn't necessarily give everyone a fair chance,X,0,0,0,0,0,1,0,0,0,0,0,
5db6553837647d000bb049ab,pl,Points system is best not because they are owned by women but because emphasis was placed on length of time in business and COVID damage.,First-come First-served in least fair because there may be barriers to applying that are unknown.  Do people who were ill or had ill family members or many other reasons less deserving than people who happened to see the information first?  No.,X,0,0,0,1,0,0,0,1,1,0,0,
5c9d05fd85b0830012e016f3,fp,Easiest to administer.  Less chance for fraud / controversy,Some businesses would not receive assistance totally based on chance.,X,0,1,0,0,0,0,1,0,0,0,0,
5a5f8cc7eedc32000142dcc3,lf,Each business has an equal chance at receiving the money.,I liked the points based system up to the point that woman owned business receives more points. Should not have anything to do with gender.,X,0,0,0,0,1,0,0,0,1,0,0,
5dc59aea37023940a0860dea,pl,"A lottery is totally random, whereas even some small businesses will be better situated to survive COVID than others. They don't necessarily need a loan, but might take it because it's available.

First-come, first-served isn't bad, but not ideal and seems susceptible to line jumping and other shenanigans.

The points system seems the best of these three, but it depends on how the points are distributed. I'd put more weight on need.","In this case, a lottery takes gaming-the-system out of the picture. Some people also might have small businesses that don't have access to getting an application in quickly, too.",X,0,1,1,1,0,0,1,0,0,0,0,
5e935ec0ba38620009a3b0d8,pl,Those who deserve it more should get it,Randomizes it completely so everyone has equal odds,X,0,0,1,0,1,0,0,0,0,0,0,
5fe4e0f1cb76972bf64c7eab,pf,Small businesses applied asking the government for help,government checked to see if a small business was eligible,X,1,,,,,,,,,,,
5ddf3b59b48da3e9ffc7e2d8,pl,"It allows for businesses that have actually suffered losses due to covid, to get priority over businesses that have profited from it.","First come first served allows for those with the most resources and most connections to get their applications in first, and get priority over businesses who don't have connections to, say the trump family, and don't have advanced access to the forms and can't afford to hire accountants to fill out the forms for them. Those with the most need usually take a little longer to sort through the application process.",X,0,1,1,1,0,0,0,0,0,0,0,
5fda9cb4f243d4735b411fee,lp,"There will always be people who don't here about these decisions or can't make their way to a government office to apply for these measures. While I am a minority, I also feel like the measure that prioritizes minorities over others is also discriminatory in a way. Although this lottery system isn't the best way to do this I do feel it's more fair than the others.",The first come first serve method will only benefit those in the know. This isn't necessarily a bad thing but it could mean if one group knows about it beforehand then they could take advantage of that information before others.,X,0,0,0,1,0,0,0,0,0,1,0,
5e837e917441520b9c662931,pf,Because a business that applies first might not need the money as much as a business who might not have a chance to apply in a first come- first serve system or a lottery.,"A first-come, first-serve is more fair than a lottery, because a lottery will assign the help randomly instead to those who asked for the help first. Those who apply first might need the help before those who apply later.",X,0,0,1,0,0,0,1,0,0,0,0,
5d0be632facd7500187a3b55,pl,I think there are some businesses that have been hit harder and maybe weren’t able to make changes they needed to be open so they need more help. So a points system seems more fair and also means they’ve reviewed the applications.,Because what if someone had technical issues or couldn’t get up early enough or were already at work or etc. Too many possible uncontrollable variables.,X,0,0,1,1,0,0,0,0,0,0,0,
5d1beb9c9e033e0017a725dc,pf,Because it allows for other determined factors to impact what businesses receive help.,A lottery is random and doesn't take any other factors into consideration.,X,0,0,0,0,0,0,1,1,0,0,0,
5dd352c51c219b35931aefd1,lp,The ideal situation would be to divide the money up evenly. Or maybe a very small business could get a little money and a larger business could get more money because it has more inventory or more employees. In my state the governor kept the federal money for himself or gave it to his friends. I own a small business and I haven't seen a dime. I applied for the $600 unemployment that Trump sent for independent workers but my governor kept the money.,Nowadays the playing field is more even as far as skin color. My governor is racist because he kept money that was meant to help Black and Brown businesses. Democrats try to keep racial tension alive to divide us and make us weak. The Democrat mainstream media loves to exaggerate problems.,X,0,0,0,0,1,0,0,0,0,1,0,
5fddab1eadaa094807da1403,fl,I  think that lotteries are more fair than a first-come first-serve solution to ultra Keep the system 1) by merit or points then 2) by lottery.,"The principle of first-come-first-served is simple, and it's fair",X,(I think this response already appeared previously,,,,,,,,,,,
5fe6c6d0d4f1e4025106537b,fl,Those that need help must apply quicker. The less desperate a business the less urgency to respond. The most agile businesses that can respond quickest  to government intervention should be rewarded.,"I preferred the point system until it stated minority businesses would gain additional points. This I believe is the definition of unfair. No one should get extra points based on their minority status. If a points system is to be used fairly it should use different metrics. Metrics such as people employed, likelihood of business collapse, long term outlook would all be better.",X,0,0,1,0,0,1,0,0,0,1,0,
5fda85f17ef234500fe72670,lf,"It just a random go, if your business failed now and not at the start of covid would that be fair?","Its least fair because, new business should get a chance to succeed as well and get help just like others",X,0,0,0,0,0,0,0,0,0,0,1,"P is least fair because, new business should get a chance to succeed as well and get help just like others"
5fde8b0b83f6af5f585d3719,fl,"I thing that- Let's start with the Advantages: FCFS algorithm doesn't include any complex logic, it just puts the process requests in a queue and executes it one by one. Hence, FCFS is pretty simple and easy to implement. Eventually, every process will get a chance to run, so starvation doesn't occur.","The principle of first-come-first-served is simple, and it's fair.",X,0,0,0,0,0,0,0,0,0,0,1,FCFS is simple and easy to implement
574cca765e5491000f3c89e0,pf,Those hurt the worst should be given help on a greater scale,a lottery is too random for me. at least a first come first serve would take effort from someone to get in early.,X,0,0,1,0,0,1,1,0,0,0,0,
5fa50a2e1148ce1c9cb5ee12,pl,You can correctly determine who needs relief the most through a pool of similarly affected people.,Many people will not have access to the means to wait by a computer or office to apply for relief first if they have to work another job or take care of children.,X,0,0,1,1,0,0,0,0,0,0,0,
5fdbd887bf7c820d35343387,fp,Who are coming First to the agency for business help from the government. who came first he should get the help first.,lottery system is not fair system then the points system.,X,0,0,0,0,0,1,0,0,0,0,0,
5bfd83b1a6d6a0000158ecd5,lp,"Fairness would indicate not giving awards for things that others do not have, like gender or first come first serve because people will then have friends pull strings.",I feel that first come first serve is never truly just as stated. I think people pull strings to get higher up the list.,X,0,1,0,0,1,0,0,0,1,0,0,
5f1cddd5e7d27c17f99d1a94,pl,"It's difficult for some people to know how to apply, so first-come, first-served would hurt some people who are not that savy with the process.  The points system would show who needs it the most.",Sometimes older people or people who don't have fast and easy access to the lottery would take longer to process their request.  Or maybe they are going through such a difficult time that they don't have the time or resources to check quick enough.,X,0,0,1,1,0,0,0,0,0,0,0,
5b233660648d5b0001b7de87,lp,I think those other ways to help have a greater chance of being manipulated by outside influences.,"I think people will be shuffled around too much, even if they put in first.",X,0,0,0,0,0,0,0,0,0,0,0,
5b7e118e87d85f0001baac27,pl,Because the Points System mention businesses who had suffered more damage from COVID. Those businesses should come first.,I think companies with various connections to powerful people will figure out a way to first in line. That's why I prefer a lottery.,X,0,1,1,0,0,0,0,0,0,0,0,
562297c0ed6e5a0011c805d2,pl,The points system is the most fair because it is the only system that takes the actual businesses themselves into account. It gives to those businesses with proven track records who have taken the most damage and are in the most need.,"A lottery is more fair than first-come first-served because it accounts for businesses run by folks with fewer computing skills, and those without instant access to cutting edge information about government subsidies.",X,0,0,1,1,0,0,0,0,0,0,0,
5bf9bd81549c180001dab194,lp,Of the choices I had that was the only one that was most fair to everyone.,Information may not have been available to everyone at the same time.  Information required to submit a claim may have not been available,X,0,0,0,1,0,0,0,0,0,0,0,
5e281863ac30faa2dc37efee,pl,To make up for past treatment,Because it's random and as such eliminates any biases.,X,0,0,0,0,1,0,0,0,0,0,0,
5bde5441b17a9c0001c4374a,pf,"Companies with access to legal and/or financial advice will be able to prepare the documents necessary to determine if eligible, or to actually produce the documents the gvt will want to process the loan.",The lottery is a bad idea.  People who need money deserve better than a 1/500 chance if that.,X,0,0,1,1,0,0,1,0,0,0,0,
5de6bcd545971063d3ff95db,pf,"It’s actually probably not more fair than a lottery system. But I also don’t think “time in existence” should be a factor. In fact, I think priority should be given to smaller businesses because large, established business can and should be building a financial safety net for such times. A lottery could shut out a first-year business in dire need of help while Amazon for example could qualify for billions.","I just stated why above. Come to think about it, any business over a certain size and more than so many years established or more than so many employees should be disqualified. Giving billions to billion dollar companies with consistently rising profitability isn’t really helping anyone. Trickle down doesn’t work.",X,0,0,1,0,0,0,0,1,0,0,1,though choose P but don't think time in existence is a good factor to be considered
