FID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area,FUNDING ROUND,PROGRAM TYPE,PROGRAM JURISDICTION,FUNDING SOURCE,ROUND START,ROUND END,DOC TIMING,TOTAL REQUIREMENTS,TOTAL DOCS,PHYSICAL PRESENCE,TENURE/HISTORY,STANDARD FINANCIAL,NON-STANDARD FINANCIAL,PROOF COVID-RELATED,CRIMINAL HISTORY,INTENDED USE,BUSINESS TYPE,BUSINESS SIZE,GOOD STANDING,POST-AWARD RECEIPTS,MISCELLANEOUS,DOC ELEMENTS,PREVIOUS APP INCLUSION,CONTACT,WEB ADDRESS (ORIGINAL CODING ROUND),"WEB ADDRESS (IF ORIGINAL LINK INACTIVE, WEBARCHIVE LINK)",DATE COLLECTED,GRANT AMOUNT,"DISTRIBUTION METHOD (rj note: these were coded more consistently later but coding guide not followed closely -- eg different variations of first come first serve spelling, so goal here is to fill in blank rows and for non-blank ones, to double check whether you agree with the distribution method coding based on the website and then standardize the name based on the ""Code"" sheet)",PREFERENCES: MINORITY-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),"PREFERENCES: BUSINESS LOCATED IN HIGH-POVERTY AREA (might be called high-poverty, LMI area, needy area, etc) (0 = NO; 1 = YES; M = UNKNOWN)",PREFERENCES: HOLISTIC CRITERIA FROM REVIEWERS (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: ECONOMIC CRITERIA (FTE; REVENUE/PROFITABILITY) (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: OTHER (write out),PREFERENCES: NOTES ON CODING,RESTRICTS ELIGIBILITY TO UNDERSERVED BUSINESSES ONLY (0 = NO; 1 = YES),NOTES ON ELIGIBILITY CRITERIA (OPTIONAL),CODER ,PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),LINK TO 3RD PARTY ASSISTANCE,CHECKLIST,DOCUMENTATION NOTES,TOTAL RECIPIENTS,AVERAGE GRANT SIZE,MINORITY OWNED RECIPIENTS,WOMEN OWNED RECIPIENTS,OUTCOME NOTES,RJ notes
302,171218,CHAMPAIGN,51,IL,17,832235,0,0,0,832235,2018,1.20364504,0.006455444146,1,1,CITY,1,6/24/20,Open ended,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,NA,COVIDreliefgrant@champaignil.gov,https://champaignil.gov/2020/06/18/small-business-covid-19-relief-grant/,,3/3/21,0-15000,First come first served,,,,,,,,,,,M,M,"Unable to access application or eligibility criteria, CDBG funded",48,"$10,833",34,19,https://champaignil.gov/2020/10/27/city-of-champaign-announces-small-business-incentive-program-awardees/,,
356,190138,AMES,51,IA,19,572094,0,601264,0,1173358,2018,0.7656232037,0.007130426465,1,1,STATE,0,M,03/31/20,0,M,2,1,0,2,0,0,0,0,M,M,M,M,M,W-9 form,M,mailto:consumer@ag.iowa.gov,https://www.iowaeda.com/iowa-stories/iowa-small-business-relief-award-notifications/,,2/2/21,"$5,000 - $25,000",Priority was given to businesses demonstrating the greatest projected revenue losses.,,,,,,,,,,,https://iowasbdc.org/other-grants-local-programs/,M,Funded by CARES Act; unclear about the requirements and specific documentation ,,,,,,,
982,511272,RADFORD,51,VA,51,165992,0,0,0,165992,2018,0.3403158645,0.002680346625,1,1,CITY,0,M,10/15/20,0,9,5,1,1,3,1,0,0,1,1,1,1,0,0,<= 50 employees; intended use; business type; physical location; operating since 3/15/20; currently open; current license; good standing; Form FC 20; invoices and proof of payment; W9; business license; proof of tax payments 2019 and 2020,NA,Kim.Repass@radfordva.gov,https://www.radfordva.gov/DocumentCenter/View/3951/POWER-Grant-Initiative,,3/3/21,500-5000,First come first served,,,,,,,,,,,M,Checklist - Google Docs,"CARES funded, grant is for reimbursements only",,,,,No info,,
418,176648,SPRINGFIELD,51,IL,17,1257911,0,615059,0,1872970,2018,5.747682207,0.01828118664,1,1,CITY,1,11/14/20,11/29/20,0,M,9,1,0,5,3,1,0,1,1,1,0,0,1,physical location; 2019/20revenue statement; P&L statements; Payroll; Tax Return; budget worksheet; <= 50 employees; ,NA,217-789-2000,https://springfield.il.us/grantprocess.aspx,,12/03/20,"Up to $5,000",Points system,,,,,,,,,,,https://www.downtownspringfield.org/covid-resources-for-business-owners/,M,NA,,,,,,,
879,451554,SPARTANBURG,51,SC,45,670101,0,225411,0,895512,2018,1.200419435,0.00508479382,1,1,STATE,0,9/25/20,12/30/20,0,6,2,0,1,1,1,1,0,1,0,1,0,0,0,Operating in SC prior to 9/13/20; <= 25 employees; demonstrated COVID expenses; info about expenditurs; complies with federal CARES Act reqs,NA,1-833-722-2578,https://accelerate.sc.gov/cares-act/sc-cares-act-relief-grant-programs,,3/3/21,M,Points system,,,,,,,,,,,M,M,"Program for minority and small businesses, unable to access actual application, priority for <15 employees and MBEs",2284,"$17,513",49%,M,https://accelerate.sc.gov/sites/default/files/Documents/Establishment%20and%20Execution%20of%20the%20Minority%20and%20Small%20Business%20Relief%20Grant%20Program.pdf,,
824,483042,LAREDO,51,TX,48,3729949,306204,1178458,0,5214611,2018,2.890607942,0.02860221013,1,1,CITY,0,08/24/20,09/07/20,0,7,7,1,1,5,1,1,0,1,1,1,0,0,1,physical location; <= 20 employees; no more than $1.5 million annual revenue; at least 15% loss due to COVID; operate before 08/19; 2020 bankstatement; IRD Form 941; Business tax return; ID; lease,NA,LMG@LMGCOMMUNICATIONS.COM,https://www.cityoflaredosbrecoverygrantprogram.com/,,10/16/20,"Up to $20,000",M,,,,,,,,,,,https://www.laredomainstreet.org/resource,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act; ,,,,,,,
1024,531680,WALLA WALLA CITY,51,WA,53,381864,0,0,0,381864,2018,0.7795301214,0.00386624079,1,1,CITY,M,M,M,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,"<= 10 employees; no photo ID, most recent tax return or financial document",NA,509-527-4423,https://web.archive.org/web/20200616040441/https://www.wallawallawa.gov/government/support-services/community-development-block-grant/small-business-relief-program,,6/16/20,1000-5000,M,,,,,,,,,,,M,Checklist - Google Docs,"Very little info available, unable to access actual application, city also offered loan program option",,,,,No info,,
903,552664,GREEN BAY,51,WI,55,996751,0,551102,0,1547853,2018,1.107384575,0.0136878032,1,1,CITY,1,M,ended,0,7,4,1,0,2,2,1,0,1,1,1,0,0,0,physical location; affected by COVID; budget worksheet; owner Income self-verification form; IRS Form 1040; Payroll; <= 25 employees,NA,920-448-3086,https://web.archive.org/web/20201209190424/https://greenbaywi.gov/1128/COVID-19-Small-Business-Relief-Grant-Pro,,12/09/20,"Up to $5,000",M,,,,,,,,,,,https://greenbaywi.gov/441/Business,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,NA,,,,,,,
1194,482820,KILLEEN,51,TX,48,980404,0,438678,0,1419082,2018,1.73057037,0.01327425244,1,1,CITY,0,M,M,0,14,9,1,0,6,1,1,0,1,1,1,0,0,2,Business and personal tax returns; budget; financial acct info; cashflow and P/L; lease/mortgage; projected business expenses 90 days; photo ID; W9; business type; physical storefront; <= 5 employees; no public ownership; documented COVID losses; no other emergency funding; ,NA,254-501-7845,https://www.killeentexas.gov/298/Programs-Services,,3/3/21,M,M,,,,,,,,,,,M,Checklist - Google Docs,"Not many details available, funding unclear",,,,,No info,,
929,484674,ROUND ROCK,51,TX,48,674395,0,0,0,674395,2018,1.618509465,0.008829973449,1,1,COUNTY,0,M,06/30/20,0,8,7,1,1,3,3,1,0,0,1,1,0,0,1,"<= 100 employees; SSN; business license; proof of fund uses by September 30, 2020; FoemW-3 utility lease; W-9",NA,SmallBusinessApp@wilco.org,https://www.wilco.org/forward,,01/28/01,"Up to $30,000",M,,,,,,,,,,,https://www.roundrocktexas.gov/departments/fire/emergency-management/coronavirus-covid-19-information/give-or-receive-assistance/,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act,,,,,,,
923,483924,ODESSA,51,TX,48,834911,0,291315,0,1126226,2018,1.608916532,0.01136527967,1,1,CITY,0,M,M,0,13,7,1,1,5,0,1,0,1,1,1,1,0,1,2019 tax returns; bank statements; financial statements; sales tax report; W9; proof of business location; govt ID; intended use; no PPP/SBA funding; operating since 3/18/19; good standing; business type; <$750k annual revenue; demonstrated revenue loss due to COVID; <= 20 employees; no conflict of interest,NA,COBAP@odessa-tx.gov,"https://www.odessa-tx.gov/335/Business-Assistance-Program#:~:text=Grant%20funds%20are%20open%20to,to%20the%20COVID%2D19%20pandemic.&text=Business%20locations%20will%20be%20verified,City%20of%20Odessa%20vendor%20permits.",,3/3/21,2500-10000,First come first served and points system,,,,,,,,,,,M,Checklist - Google Docs,"CARES funded, simple application but many requirements/criteria",,,,,No info,,
1074,80288,COLORADO SPRINGS,51,CO,8,2997381,243746,1521171,0,4762298,2018,3.293184975,0.0526778013,1,1,COUNTY,0,08/12/20,09/07/20,0,10,5,1,1,4,0,1,0,1,1,1,0,0,1,physical location; <= 100 employees; negatively impact caused by COVID; 2019 business tax return; P&L statements; ID; W-9,NA,info@coloradoenterprisefund.org,https://web.archive.org/web/20200925160600/https://coloradoenterprisefund.org/epcregionalbusinessrelieffund/,,09/25/20,"Up to $20,000",M,,,,,,,,,,,https://coloradosprings.gov/economic-development/page/covid-19-response-helping-businesses,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act,,,,,,,
665,361152,CHEEKTOWAGA TOWN,51,NY,36,1028062,0,0,0,1028062,2018,0.4042021655,0.008417951294,1,1,CITY,1,M,M,0,8,3,0,1,2,1,1,0,1,1,1,1,0,0,<= 5 employees; located in town; operating since 1/1/19; 2019 federal tax return; <$250k annual revenue 2019; 25%+ revenue reduction due to COVID; good standing; LMI owner or LMI job creation/retention; must reopen w/in 90 days if closed now,NA,info@harrisonplacestudio.com,https://tocny.org/covid-19-microenterprise-small-business-grant-assistance-program-revised/,,3/3/21,0-5000,M,,,,,,,,,,,The Harrison Studio,M,"CARES funded, very simple requirements, documentation specifics not available",,,,,No info,,
365,195394,WATERLOO,51,IA,19,1233249,0,453200,0,1686449,2018,0.8624977605,0.01793185203,1,1,STATE,0,M,03/31/20,0,M,2,1,0,2,0,0,0,0,M,M,M,M,M,W-9 form,M,mailto:consumer@ag.iowa.gov,https://www.iowaeda.com/iowa-stories/iowa-small-business-relief-award-notifications/,,2/2/21,"$5,000 - $25,000",Priority was given to businesses demonstrating the greatest projected revenue losses.,,,,,,,,,,,https://iowasbdc.org/other-grants-local-programs/,M,Funded by CARES Act; unclear about the requirements and specific documentation ,,,,,,,
857,530054,AUBURN,51,WA,53,603340,0,0,0,603340,2018,0.7960456768,0.009182934487,1,1,CITY,0,M,12/28/20,0,5,0,1,1,0,0,0,0,0,1,1,1,0,0,Physical storefront; good standing; operating since 1/1/20; <= 25 employees; impacted by COVID,0,OED@auburnwa.gov,https://auburnwa.gov/city_hall/economic_development/business_recovery,,3/3/21,1300,First come first served,,,,,,,,,,,M,M,"Application does not request any attached documentation, possible that docs are require post-application approval",,,,,No info,,
227,80180,BROOMFIELD CITY/COUNTY,51,CO,8,279146,0,0,0,279146,2018,1.328143444,0.009184786705,2+,1,CITY/COUNTY,0,02/03/21,03/15/21,M,5,M,1,1,M,M,1,0,0,1,1,1,0,0,physical location; at least 1 employees; good standing; operate in 2019; Has seen an impact of 20% or more on 2019 sales; ,NA,economicvitality@broomfield.org,https://broomfield.org/3158/Business-Grant-Support-Programs,,01/27/20,"Up to $7,000",M,,,,,,,,,,,https://broomfield.org/3128/Business-Support,M,This program was created and funded by the State of Colorado; missing the list of documentation,,,,,,,
688,380636,FARGO,51,ND,38,713369,0,479938,0,1193307,2018,1.532175344,0.0149813588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,540264,CHARLESTON,51,WV,54,1500560,0,679670,0,2180230,2018,1.230758703,0.008717049186,1,1,STATE,0,M,03/01/20,0,8,M,1,1,M,M,1,1,0,1,1,1,0,1,"Physical location; good standing; <= 36 employees; negative impact caused by COVID; Operate before 03/01/20; no presently suspended, ",NA,WVSBGrant@wv.gov,https://web.archive.org/web/20200730161116if_/https://grants.wv.gov/en/flexible-page?pageId=1424,,06/30/20,"Up to $5,000",scored system,,,,,,,,,,,https://wvsbdc.com/,M,Funded by CARES Act; Missing list of documentation,,,,,,,
84,62250,MERCED,51,CA,6,1128771,0,520415,0,1649186,2018,1.073119051,0.006137643372,1,1,COUNTY,0,8/17/20,9/20/20,0,7,4,1,1,2,1,1,0,0,0,1,1,0,1,Physical location; demonstrated COVID losses; <= 25 employees; operating since 3/19/20; good standing; W9,NA,ranjeev.dosanjh@countyofmerced.com,https://web.archive.org/web/20200918094838/https://reopenmercedcounty.com/ready2open-small-business-assistance-program/,,9/18/20,0-50000,First come first served,,,,,,,,,,,M,Checklist - Google Docs,"Funding unclear, doc requirements given in paragraph form (not checklist), somewhat confusing, county program",,,,,No info,,
663,360784,BUFFALO,51,NY,36,13677706,1123496,3255279,720135,18776616,2018,0.6966280452,0.01173362985,1,1,CITY,M,M,M,0,2,3,1,0,0,3,1,0,0,1,1,0,1,0,physical location; <= 50 employees;,NA,716-851-5169,https://www.buffalony.gov/DocumentCenter/View/8169/South-District-Small-Business-Covid-Relief-Reimbursement-Grant,,03/03/21,any amount up to and including $500,M,,,,,,,,,,,https://esd.ny.gov/covid-19-loans-and-assistance-small-businesses,M,"sponsored by Council Member Christopher P. Scanlon,; missing date ",,,,,,,
853,511632,WAYNESBORO CITY,51,VA,51,193586,0,0,0,193586,2018,0.3348655629,0.00404594169,2,1,CITY,0,8/31/20,9/21/20,0,9,3,1,0,2,1,1,0,1,1,1,0,0,0,Business interruption due to COVID; physical location; good standing; locally owned and operated; 1-20 employees; no overlapping funding from other emergency support; business type; various operating restrictions,0,staff@WaynesboroBusiness.com,https://web.archive.org/web/20200921083300/https://www.waynesborobusiness.com/recovery/,,9/21/20,0-25000,Points system,,,,,,,,,,,M,Checklist - Google Docs,"Complicated eligibility, short documentation requirements",,,,,No info,,
155,90630,MIDDLETOWN,51,CT,9,455415,0,0,0,455415,2018,0.5833200795,0.01184073506,1,1,CITY,1,06/08/20,-,0,9,4,1,1,3,1,1,0,1,1,0,1,0,0,"physical location; operate at least 24 months; good standing; must be in operation, even if working remotely due to COVID-19; 2019 tax returns; payroll; budget worksheet",NA,MiddletownCDBG@MiddletownCT.gov,https://www.middletownct.gov/1147/CDBG-Small-Business-Grants,,01/14/21,"Up to $5,000",M,,,,,,,,,,,https://www.middletownct.gov/DocumentCenter/View/17202/City-of-Middletown-COVID-19-Business-Resource-Guide?bidId=,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,NA,,,,,,,
595,471014,KNOXVILLE,51,TN,47,1609007,0,1097110,0,2706117,2018,5.651735406,0.02695765664,1,1,STATE,0,6/2/20,9/25/20,1,4,M,M,M,1,M,M,M,M,1,M,M,M,M,Unable to access documentation required; <$10mil annual revenue and business type asked for in screening,NA,revenue.support@tn.gov,https://www.tn.gov/revenue/tennessee-business-relief-program.html,,9/1/20,2500-30000,First come first served,,,,,,,,,,,,,Unable to access any info about grant requirements except for screening based on annual revenue and business type,,,,,No info,,
322,120954,FT LAUDERDALE,51,FL,12,1580452,0,687807,7209708,9477967,2018,1.078492863,0.008812189966,1,1,COUNTY,0,,,,9,5,1,0,4,0,1,0,0,1,1,0,0,1,physical location; operate before 10/01/19; business license; <= 20 employees; annual revenues of $1 million or less; W-9; ID; Business Tax Returns; Proof of economic injury; Proof of employee count,NA,CustomerService@broward.org,https://www.broward.org/cares/Pages/SmallBusinessAssistance.aspx#GrantAwards,,11/20/20,"Up to $15,000",M,,,,,,,,,,,"https://www.fortlauderdale.gov/Home/Components/News/News/4122/16#:~:text=Governor%20DeSantis%20has%20activated%20the,period%20ends%20May%208%2C%202020.",https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act,,,,,,,
871,450372,COLUMBIA,51,SC,45,1026764,0,617617,1406384,3050765,2018,4.608247648,0.03490365982,1,0,CITY,0,M,M,0,13,7,0,0,2,5,1,0,0,1,1,1,0,1,Duplication of funding sheet; conflict of interest sheet; business narrative; global cash flow; P/L; bank statements; govt ID; applicant resume; located w/in city,NA,803-545-3950,https://www.columbiasc.net/obo,,3/3/21,10000-200000,M,,,,,,,,,,,M,Checklist - Google Docs,"CARES funded, different requirements depending on whether loan request is +/- $50k, lot of non-standard documentation required",,,,,No info,,
939,130882,DALTON,51,GA,13,399838,0,0,0,399838,2018,1.822787098,0.005227869817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,511116,NORFOLK,51,VA,51,4323842,351181,1278608,0,5953631,2018,1.044796656,0.0153749364,4,1,CITY,0,11/4/20,11/15/20,0,8,4,1,1,2,1,1,0,1,1,1,0,0,0,Physical location; <= 50 employees; business license; operating since 1/1/20; proof of COVID losses; no bankruptcy; proof of expenses/invoices; intended use; franchise restrictions,NA,(757) 664-4338,https://norfolkdevelopment.com/city-of-norfolk-coronavirus-relief-fund-grant-program/,,3/3/21,5000-25000,Points system,,,,,,,,,,,https://norfolkdevelopment.com/,M,"Priority for M/WBEs, CARES funded, administered by 3rd party, max grant size determined by number of employees, no access to specific documentation requirements",90,,,,https://www.wavy.com/news/local-news/norfolk/norfolk-awards-over-1-million-in-coronavirus-relief-core-fund-grants-to-90-businesses/,,
57,60228,BAKERSFIELD,51,CA,6,3638234,293680,1494389,496350,5922653,2018,4.435805545,0.03851864716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,471362,MURFREESBORO,51,TN,47,805736,0,0,0,805736,2018,2.905896471,0.01512564563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,63918,VISALIA,51,CA,6,1309353,0,546879,0,1856232,2018,1.255528693,0.009870730709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,181950,MISHAWAKA,51,IN,18,483097,0,0,0,483097,2018,1.094020948,0.005077947129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,90636,MILFORD TOWN,51,CT,9,519233,0,0,0,519233,2018,0.5486522898,0.006529486709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,264974,PORTAGE,51,MI,26,237119,0,0,0,237119,2018,0.564805511,0.009928021585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,51938,NORTH LITTLE ROCK,51,AR,5,637153,0,281189,0,918342,2018,2.656602487,0.01451471528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,240582,GAITHERSBURG,51,MD,24,391710,0,0,0,391710,2018,0.6159726487,0.002909048403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,62928,RANCHO CORDOVA CITY,51,CA,6,586085,0,0,0,586085,2018,0.6577598923,0.009429663284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,230162,BANGOR,51,ME,23,841955,0,0,0,841955,2018,0.4224538969,0.01019588674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,173228,HOFFMAN ESTATES,51,IL,17,243193,0,0,0,243193,2018,1.151180671,0.005912130563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,62118,LOS ANGELES,51,CA,6,53651938,4448633,28252954,17618957,103972482,2018,5.445311362,0.1197086653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,342340,OCEAN CITY,51,NJ,34,290766,0,0,0,290766,2018,0.753933669,0.001898313144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,343216,TRENTON,51,NJ,34,1553874,210158,822420,0,2586452,2018,0.299769811,0.002234903754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,530480,EVERETT,51,WA,53,878672,0,0,0,878672,2018,1.272833143,0.0107474946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,50894,FAYETTEVILLE,51,AR,5,668915,0,0,0,668915,2018,1.575231548,0.01433479352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,122292,ORLANDO,51,FL,12,2122812,167990,1277372,3841118,7409292,2018,3.950324953,0.02643191317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,423657,LEBANON,51,PA,42,667861,0,0,0,667861,2018,0.2287028893,0.001143974477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,211680,OWENSBORO,51,KY,21,471543,0,273981,0,745524,2018,2.450014782,0.007274207274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,63732,THOUSAND OAKS,51,CA,6,580240,0,0,0,580240,2018,1.243609892,0.01410947952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,120732,DELRAY BEACH,51,FL,12,511162,0,0,0,511162,2018,0.4124762608,0.003800321531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,121662,LAKELAND,51,FL,12,977622,0,419174,0,1396796,2018,2.089526349,0.01779398648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,530132,BREMERTON,51,WA,53,451659,0,0,0,451659,2018,1.620009317,0.009428921964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,191254,DAVENPORT,51,IA,19,1401803,0,494401,0,1896204,2018,0.8341711569,0.01806027748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,181566,LAFAYETTE,51,IN,18,648529,0,852361,0,1500890,2018,0.6049813955,0.008472501317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,63660,SUNNYVALE,51,CA,6,1107869,0,423646,0,1531515,2018,0.5411803408,0.005789288176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,62406,NAPA CITY,51,CA,6,617176,0,0,0,617176,2018,1.114154599,0.004863162063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,370558,CHARLOTTE,51,NC,37,5977893,482968,3297679,2529408,12287948,2018,3.649221112,0.07913342594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,553428,LA CROSSE,51,WI,55,844997,0,300571,0,1145568,2018,1.504982914,0.006707166828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,110006,DISTRICT OF COLUMBIA,51,DC,11,15223007,1241749,5637890,11221025,33323671,2018,1.167732876,0.01674209396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,370552,CHAPEL HILL,51,NC,37,418344,0,0,0,418344,2018,0.4789378831,0.005527134651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,122406,PANAMA CITY,51,FL,12,344161,0,0,0,344161,2018,1.963016924,0.007290827803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,410288,CORVALLIS,51,OR,41,530943,0,0,0,530943,2018,1.003183418,0.004784099139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,371338,HICKORY,51,NC,37,307542,0,0,0,307542,2018,2.387008972,0.007878264213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,470990,KINGSPORT,51,TN,47,392052,0,0,0,392052,2018,3.451361624,0.0145067724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,60906,CUPERTINO CITY,51,CA,6,361597,0,0,0,361597,2018,0.6782710501,0.004004993956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,264086,MIDLAND,51,MI,26,261584,0,0,0,261584,2018,1.057258469,0.0104780343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,510114,BLACKSBURG,51,VA,51,482932,0,672718,0,1155650,2018,0.4851320149,0.005239374446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,265340,SAGINAW,51,MI,26,2142651,174251,440562,0,2757464,2018,0.481306188,0.005256303538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,420588,BLOOMSBURG,51,PA,42,265616,0,0,0,265616,2018,0.17586265,0.001299706467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,483330,MC ALLEN,51,TX,48,1532133,0,514107,0,2046240,2018,1.354396214,0.0116788253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,482628,IRVING,51,TX,48,2208616,182309,830823,0,3221748,2018,0.7741023966,0.01696201126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,362000,ELMIRA,51,NY,36,1184538,0,396153,0,1580691,2018,0.2095521794,0.002135120944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,451386,ROCK HILL,51,SC,45,496261,0,0,0,496261,2018,2.766037211,0.009896190246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,160510,IDAHO FALLS,51,ID,16,391880,0,0,0,391880,2018,1.783546583,0.00679622274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,62958,REDDING,51,CA,6,712182,0,454221,0,1166403,2018,1.563135969,0.01684959599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,530084,BELLEVUE,51,WA,53,754998,0,0,0,754998,2018,0.6976632554,0.01044684801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,395214,TOLEDO,51,OH,39,7457293,606390,2245266,0,10308949,2018,1.115325369,0.02345782566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,391176,COLUMBUS,51,OH,39,7036294,582536,4323184,1109448,13051462,2018,11.29553042,0.05950896077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
