StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prol_id,jw_scale_1,jw_scale_2,jw_scale_3,jw_scale_4,jw_scale_5,jw_scale_6,jw_scale_7,jw_scale_8,raceeth,Q35,Q34,w_rankfair_1,w_rankfair_2,w_rankfair_3,m_rankfair_1,m_rankfair_2,m_rankfair_3,pf_fr_1,pf_fr_2,pf_time,pl_fr_1,pl_fr_2,pl_time,lp_fr_1,lp_fr_2,lp_time,lf_fr_1,lf_fr_2,lf_time,fl_fr_1,fl_fr_2,fl_time,fp_fr_1,fp_fr_2,fp_time,legup_w,legupimp_w,legupnimp_w,m_outcomes,Q38,Q37,Q45,Cond,Create New Field or Choose From Dropdown...,first_choice
2020-12-28 10:29:52,2020-12-28 10:48:52,IP Address,24.161.68.45,100,1140,True,2020-12-28 10:48:52,R_33jrZbluAPqmWBn,,,,,42.03460693359375,-74.11060333251953125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5f3d6a2a0655180ff0b4fe34,4,5,3,2,4,Strong agreement = 6,4,3,Black or African American,Democrat,Liberal,,,,3,2,1,"Point system is better because some people might have been heavily affected by the impact of the pandemic but they will not be opportune to be among the first people to apply due to one reason or the other ",People that apply early should be rewarded. It is not fair if those who apply late are considered before the first comers,Use a points system even if it takes 2 weeks longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,,,,"I think they will do pretty well, and a wide range of businesses will feel the impact ",11201,The researcher definitely wanted me to say points was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:44:43,2020-12-28 10:48:57,IP Address,68.94.33.32,100,254,True,2020-12-28 10:48:58,R_6W3XSfZvbQ0X51T,,,,,25.606201171875,-80.3451995849609375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5f74d520c6c6f310033a0516,4,4,3,2,3,Strong agreement = 6,2,2,Black or African American,Democrat,Liberal,2,3,1,,,,,,,points system seems more fair,lottery gives opportunity to more people," Only use a points system if it gets money to businesses as quickly as a lottery ",,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,33314,The researcher might have wanted me to say points was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:44:57,2020-12-28 10:49:14,IP Address,66.234.211.119,100,256,True,2020-12-28 10:49:14,R_ByArhYBWfagtQNH,,,,,37.904296875,-122.0583953857421875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5eb02b75d2a3d708e31803b8,Strong disagreement = 1,3,Strong agreement = 6,2,2,Strong agreement = 6,2,Strong disagreement = 1,Prefer not to say,Prefer not to say,Prefer not to say,,,,1,2,3,,,,,,,,,,A lottery is completely random. It is not subject to personal bias.,The points system is subject to personal bias. Just because someone is a minority doesn’t mean that they should be prioritized for assistance.,Use a lottery even if takes 2 months longer to get money to businesses than first-come first-served,,,,,,,,,,I think they would have an equal chance with non minority owned businesses.,94923,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:32:02,2020-12-28 10:49:29,IP Address,76.245.201.14,100,1047,True,2020-12-28 10:49:30,R_2upTFAFcl5MvX9e,,,,,42.2852935791015625,-87.9532012939453125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ea83c900b2b5d24b9942af2,4,4,3,3,3,Strong agreement = 6,4,3,"White,Prefer not to say",Independent,Moderate,,,,1,3,2,,,,,,,"Doesn't give preference to those who happened to apply first, or those who have been around longer or are minority owned but not necessarily needier.","I believe it had to do more with external dissemination of information ",Use a lottery even if it takes 2 weeks longer to get money to businesses than a points system,,,,,,,,,,,,,"As well as others, which in the absence of other factors is equitable",60061,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:40:50,2020-12-28 10:49:48,IP Address,99.125.163.59,100,537,True,2020-12-28 10:49:48,R_3Mu39RgKpETppdb,,,,,41.81829833984375,-87.6094970703125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5dc1a56a648927000be0fca7,3,4,3,Strong disagreement = 1,4,Strong agreement = 6,4,4,Black or African American,Independent,Moderate,1,3,2,,,,,,,,,,It takes out bias and curruption,"Some small businesses do not have all the resources such as lawyers and accountants ",Use a lottery even if it takes 2 weeks longer to get money to businesses than a points system,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,60606,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:45:51,2020-12-28 10:50:21,IP Address,68.205.224.173,100,269,True,2020-12-28 10:50:22,R_8cb8Vf2NujIGI6Z,,,,,28.5977935791015625,-81.302398681640625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5d75af57bcfd5b001b192708,2,3,2,Strong disagreement = 1,2,Strong agreement = 6,2,2,White,Democrat,Liberal,2,3,1,,,,,,,If a business has been around a long time  it should get a loan,lottery gives every business a chance," Only use a points system if it gets money to businesses as quickly as a lottery ",,,,,,,,,,,,,No they should not receive an advantage,,Not important,,32792,I don't think the researcher cared which method I said was the most fair.,NA,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:25:49,2020-12-28 10:50:27,IP Address,68.8.19.123,100,1478,True,2020-12-28 10:50:28,R_3qeyYC8VWM4afqd,,,,,33.1891021728515625,-117.3863983154296875,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,I have read this information and I agree to take part in this study.,5f0f74f79ae45313d4652776,2,3,Strong disagreement = 1,Strong disagreement = 1,Strong disagreement = 1,Strong agreement = 6,Strong disagreement = 1,Strong disagreement = 1,White,Democrat,Very Liberal,1,3,2,,,,,,,,,,"First come, first served only supports those businesses that managed to find out about and apply for the grant before other businesses - overall it is not a fair method, and I believe that it would mainly benefit bigger businesses with the staffing levels to make application for the grant easier.  I would actually tend to lean more towards a points based system, as it would favor businesses that are not likely to receive help from other sources but I don't think that strictly speaking it is fair.  The most fair, even-handed method is a lottery which gives all applicants an equal shot at the grant funding.","I mentioned in my earlier answer that first come, first served would primarily favor those businesses that are already set up to apply for such help, mainly businesses that are already well established with larger, more experienced staff that would be in a better position to apply for the grants.  Depending on how the availability of the grants is broadcast, it would likely also favor those businesses that are ""in"" with the governmental staff that would be in charge of disseminating the grants.",Use a lottery even if it takes 2 weeks longer to get money to businesses than a points system,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,92056,I don't think the researcher cared which method I said was the most fair.,"This was interesting to think about, thank you.",Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:43:17,2020-12-28 10:50:33,IP Address,67.166.136.35,100,435,True,2020-12-28 10:50:33,R_3j0U2b1d6kxWZ0k,,,,,38.4272003173828125,-121.4420013427734375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5c567e2acc53750001751cb0,5,5,5,5,5,Strong agreement = 6,3,3,"Hispanic, Latino, or Spanish",Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,95758,The researcher definitely wanted me to say points was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:47:53,2020-12-28 10:51:42,IP Address,70.126.230.144,100,228,True,2020-12-28 10:51:42,R_301QT5gflEjAHDs,,,,,28.11309814453125,-81.6240997314453125,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,I have read this information and I agree to take part in this study.,5efd12bb12f04114e442283c,Strong disagreement = 1,4,Strong disagreement = 1,Strong disagreement = 1,Strong disagreement = 1,Strong agreement = 6,Strong disagreement = 1,Strong disagreement = 1,White,Republican,Very Conservative,,,,,,,,,,,,,,,,,,,,,,,,,No they should not receive an advantage,,Not important,,33898,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:44:53,2020-12-28 10:52:11,IP Address,72.130.10.108,100,438,True,2020-12-28 10:52:12,R_3J41xEV9lJWy2Fp,,,,,21.332794189453125,-158.018096923828125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ef035131f1b2a546b44c391@email.prolific.co,2,2,2,Strong disagreement = 1,Strong disagreement = 1,Strong agreement = 6,Strong disagreement = 1,Strong disagreement = 1,Asian,Republican,Conservative,3,2,1,,,,"It hopefully provides a little more objectivity to the evaluation process.  Also, decisions are made on some data that is located rather than the selection being totally random or based on first come, first served.","A lottery leaves it all to chance.  With first come, first served, if a business is really needing help, it will make the time and take the effort to apply for relief as soon as possible."," Only use a points system if it gets money to businesses as quickly as first-come first-served ",,,,,,,,,,,,,,,,No they should not receive an advantage,,Not important,,96706,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:43:05,2020-12-28 10:52:15,IP Address,68.7.154.189,100,549,True,2020-12-28 10:52:15,R_3PAYxeTGgcOywqp,,,,,32.638702392578125,-117.08010101318359375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5d8a64630ffb9c001746ca2c,5,4,5,4,5,Strong agreement = 6,4,3,"White,Asian",Republican,Conservative,1,2,3,,,,,,,,,,,,,"First come - first served is a fair way to do things, but it depends on how quickly somebody can apply and how skilled they are at doing it. A lottery gives people time to apply and the lottery is unbiased."," A point system is inherently unfair and I don't believe the claims of women being marginalized. I think its just another excuse to give some groups advantages they don't deserve. "," Only use a lottery if it gets money to businesses as quickly as first-come first-served ",,,,,,,No they should not receive an advantage,,Very important,,91911,The researcher definitely wanted me to say points was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:48:11,2020-12-28 10:52:45,IP Address,100.11.99.158,100,273,True,2020-12-28 10:52:45,R_31de3yLKM61NAwa,,,,,40.236297607421875,-75.29599761962890625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fc7a6aaa7646c0009521161,3,2,2,Strong disagreement = 1,Strong disagreement = 1,Strong agreement = 6,2,Strong disagreement = 1,White,Democrat,Liberal,,,,2,3,1,,,,because the larger employers can utilize their size and knowledge to be the first come and first served.,Because the largest companies have the knowledge on how to get the help and get it all before the smaller companies that actually need it.,Use a points system even if it takes 6 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,They should do fairly well because they are owned by minorities.,19446,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:44:01,2020-12-28 10:52:47,IP Address,73.98.247.3,100,526,True,2020-12-28 10:52:47,R_zTh2cZhGTKlXtzb,,,,,40.75,-111.9208984375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,559fa17cfdf99b69c369d364,5,5,4,4,4,Strong agreement = 6,5,5,White,Democrat,Very Liberal,,,,3,2,1,Because I think it's better to get the help where it is needed more. This last round was sucked up by Trump and his greedy corporate friends. Fuck that and fuck them.,Sure. It show effort. Although the corporate lawyers will be there first.,Use a points system even if it takes 1 month longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,,,,"This isn't about the system, but about the corrupt system administering it. The minorities would get fucked like they always do. The corruption of the government is the real issue. ",92692,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:40:54,2020-12-28 10:52:48,IP Address,76.210.30.168,100,713,True,2020-12-28 10:52:48,R_3PvOnb8z78Oellj,,,,,33.1999969482421875,-87.55999755859375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5af09ff00eca060001b1379c,2,3,3,2,2,Strong agreement = 6,2,Strong disagreement = 1,Black or African American,Democrat,Moderate,3,2,1,,,,"I think the exact needs of the business can be looked at. The total affect of COVID - 19 on the business financially, employees sick/hospitalized/quarantining/died; shipping delays, increased prices for supplies, etc. can all be taken into account.",I think the businesses that are more in need will ask for help first and others may ask for help when they aren't in as much need as the first businesses. The lottery doesn't take into consideration the specific needs of the businesses and is all left up to chance which could leave the most vulnerable without help.,Use a points system even if it takes 1 month longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,Yes they should receive an advantage,Very important,,,35405,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:46:29,2020-12-28 10:54:05,IP Address,108.64.52.221,100,456,True,2020-12-28 10:54:05,R_2ceBahbS2uWIZyj,,,,,32.7816009521484375,-97.08280181884765625,anonymous,EN,1,I have read this information and I agree to take part in this study.,59a1de0cec2f75000124eeaf,4,4,4,4,3,Strong agreement = 6,4,3,Black or African American,Independent,Moderate,2,3,1,,,,,,,I'm not sure this was very close. But a lottery might end up helping someone who doesn't need as much help.,"First come first serve also might end up helping someone who doesn't need as much help. "," Only use a points system if it gets money to businesses as quickly as a lottery ",,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,76014,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:41:58,2020-12-28 10:54:55,IP Address,99.39.127.131,100,777,True,2020-12-28 10:54:56,R_1N5iDE6T3ppv1YN,,,,,33.1493988037109375,-96.8280029296875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fce819f27e5990c9a9beea7,3,4,4,4,4,Strong agreement = 6,4,4,Asian,Republican,Conservative,,,,2,1,3,,,,,,,,,,,,,It is more fair because anyone should try first...,it gives fair chance for all," Only use first-come first-served if it gets money to businesses as quickly as a lottery ",,,,,,,"It would not matter what group you are in, fair chance for all",75056,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 10:44:58,2020-12-28 10:55:23,IP Address,71.8.130.91,100,624,True,2020-12-28 10:55:23,R_1imqsnXzTO5eCiB,,,,,46.278594970703125,-96.092498779296875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5f9d6c8b87770828f1f08fbe,5,4,5,Strong disagreement = 1,4,Strong agreement = 6,3,Strong disagreement = 1,"White,Black or African American",Democrat,Liberal,2,1,3,,,,,,,,,,,,,,,,"Because whoever applies first no matter what gender, situation, etc. is able to get help. There can be no discrimination.",I think a lottery would make it so there could be little to no discrimination.," Only use first-come first-served if it gets money to businesses as quickly as a lottery ",,,,Yes they should receive an advantage,Somewhat important,,,56537,The researcher might have wanted me to say points was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 10:50:41,2020-12-28 10:55:36,IP Address,66.175.166.237,100,295,True,2020-12-28 10:55:37,R_2eXZ28NXOmSJscU,,,,,33.3524932861328125,-89.194000244140625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5a64417931b87a0001c6f48b,3,4,3,3,3,Strong agreement = 6,3,3,Black or African American,Democrat,Conservative,,,,2,3,1,,,,It will possibly get help to those who need it the most.,Usually the larger small business have access to getting information to what is available to businesses.," Only use a points system if it gets money to businesses as quickly as a lottery ",,,,,,,,,,,,,,,,I think they will fair well. These seem to be the businesses that have been hit the hardest.,39653,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:45:58,2020-12-28 10:55:38,IP Address,66.68.26.84,100,580,True,2020-12-28 10:55:38,R_1kMJRqvLHQx6t0v,,,,,30.1826019287109375,-97.73940277099609375,anonymous,EN,1,I have read this information and I agree to take part in this study.,578673a9275be6000135880e,2,3,3,2,3,Strong agreement = 6,2,2,White,Democrat,Liberal,,,,2,3,1,,,,The money will go to businesses that need it most. We will end up saving more small businesses this way.,First-come-first-served just helps those businesses that heard about it first. That doesn't seem fair to me at all. At least with the lottery everyone has the same chance,Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,They would do okay because most of them will probably get some funds,78741,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:43:29,2020-12-28 10:56:16,IP Address,71.238.75.204,100,766,True,2020-12-28 10:56:17,R_12G4mVsfV1aafge,,,,,44.592803955078125,-123.27459716796875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5c5c65f82b9837000195da29,3,5,5,3,4,Strong agreement = 6,4,3,White,Democrat,Liberal,2,3,1,,,,,,,"A points system at least attempts to impose order and fairness on the chaos. First come, first served and lottery systems invite dispute and charges of favoritism.  ","A lottery system would have a set period of time for all applications to be submitted and so be more fair than first come, first serve which would tend to benefit larger firms with more resources.",Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,97330,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:39:41,2020-12-28 10:56:25,IP Address,72.182.198.99,100,1004,True,2020-12-28 10:56:25,R_117vhAbsY7JsCEJ,,,,,32.848907470703125,-96.96669769287109375,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,I have read this information and I agree to take part in this study.,59c843b646f72100019067ce,3,3,2,2,2,Strong agreement = 6,Strong disagreement = 1,Strong disagreement = 1,Black or African American,Democrat,Very Liberal,,,,3,2,1,Because it prioritizes those that have been most affected by the pandemic.,Because the companies with more resources will get there first and it will be gone before those with less resources can apply.,Use a points system even if it takes 1 month longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,,,,They should fair better under this system than the others because it specifies making them a priority.,75231,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:50:15,2020-12-28 10:56:26,IP Address,174.194.200.246,100,370,True,2020-12-28 10:56:26,R_3jVyR2K2FYK6ZP1,,,,,37.7353057861328125,-122.373199462890625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5987e920eef500000111e1ac,4,5,5,4,4,Strong agreement = 6,4,3,White,Independent,Moderate,2,3,1,,,,,,,The points system takes individual strengths and characteristics into account. Some businesses may be more deserving than others based on what they bring to the marketplace.,I don’t think all of the businesses might be deserving.,Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,94510,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:45:39,2020-12-28 10:56:37,IP Address,142.196.113.147,100,658,True,2020-12-28 10:56:38,R_1KvAVd9wcd1Rt5Z,,,,,28.7935028076171875,-81.28679656982421875,anonymous,EN,1,I have read this information and I agree to take part in this study.,56f2a06ced0cf6000b9109fd,3,3,3,3,2,Strong agreement = 6,2,3,White,Democrat,Liberal,,,,2,3,1,,,,It is the best targeted option.,It is more random and not as fair for those that need it.,Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,Better than the other options.,32771,The researcher might have wanted me to say points was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:50:23,2020-12-28 10:56:49,IP Address,70.118.246.32,100,386,True,2020-12-28 10:56:49,R_eWXOcOCRapZMpEJ,,,,,39.0352935791015625,-94.46360015869140625,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,I have read this information and I agree to take part in this study.,54847f1cfdf99b07b28f22f9,4,4,4,4,4,Strong agreement = 6,4,4,Black or African American,Democrat,Very Liberal,,,,3,2,1,"Because it takes account of different factors affecting businesses and may be more beneficial to minority businesses. ",Because it is unbiased and gives everyone an equal chance to apply.,Use a points system even if it takes 2 weeks longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,,,,"I think they would do fairly well. ",64110,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:33:06,2020-12-28 10:56:57,IP Address,174.223.10.36,100,1431,True,2020-12-28 10:56:57,R_2TpZiGb4vrC5eu6,,,,,33.605804443359375,-86.11060333251953125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5d4c920ff84e9b0019c1aff4,4,4,4,4,3,Strong agreement = 6,4,3,Black or African American,Democrat,Moderate,3,1,2,,,,,,,,,,,,,,,,,,,I am ify because it could be either way. I feel like there will be many ro apply so a first come first serve may be good.,I prefer point versus lottery because randomly selecting could be ones that may need it less than others.," Only use first-come first-served if it gets money to businesses as quickly as a points system ",I'm not sure if they should receive an advantage,,,,31795,The researcher might have wanted me to say points was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 10:52:28,2020-12-28 10:57:00,IP Address,73.189.58.8,100,272,True,2020-12-28 10:57:00,R_egsmrVYS4LicRfr,,,,,37.7382965087890625,-122.455596923828125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5e7f12f57ef97e5e3ba73087,2,2,3,2,2,Strong agreement = 6,2,Strong disagreement = 1,Asian,Democrat,Liberal,2,3,1,,,,,,,A points system gives the opportunity to take into account other factors that should be considered when prioritizing which small business should be saved.,Some businesses for some reason or another might need help applying for loans. It is not fair to punish them for needing to seek help and consequently probably not being among the first to apply for the grants.,Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,94108,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:50:06,2020-12-28 10:57:10,IP Address,98.113.87.99,100,423,True,2020-12-28 10:57:10,R_2z5RvZQQxKZJGQb,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5dcea48c3f6feb0a41eae267,3,3,4,2,3,Strong agreement = 6,2,2,White,Democrat,Moderate,,,,3,2,1,"Some businesses are been hurt more by covid than others.  For example, if the pharmacy never had to close versus the restaurant.  ","Lotteries are so random, while first come, first served are based on people who have actually gone to the trouble of filling out the applications "," Only use a points system if it gets money to businesses as quickly as first-come first-served ",,,,,,,,,,,,,,,,,,,"Minority businesses might not do as well because they may not be in businesses as long as white owned businesses although they may be hurt more by covid.  Depends on how much the longevity counts  ",10019,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
